"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1303022","DRIVER","67d08aa59c8963fb795282e4d9dfe214bec233b76b9f13af23b09f2ef1015204161b9f7ba69666fe5ee1a86600de790079a58df47959d25c28f8e2a81efc0158",,"1237440","2022-03-22T07:47:00.000",,"CHICAGO","IL","60620","M","38","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303011","DRIVER","13e1dcae78130351dc3fda697f7f78a5402317031fac7c7901d2d485eb35e78cff7ecc316db48ab423e9f83f422ec75716bd8289c9d13abf4d82089a7512186d",,"1237434","2022-03-22T07:32:00.000",,"CHICAGO","IL","60649","M","35","IL","A","NONE PRESENT","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,"IMPROPER PASSING","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1303012","DRIVER","13e1dcae78130351dc3fda697f7f78a5402317031fac7c7901d2d485eb35e78cff7ecc316db48ab423e9f83f422ec75716bd8289c9d13abf4d82089a7512186d",,"1237441","2022-03-22T07:32:00.000",,"CHICAGO","IL","60621","F","0","IL","D","NONE PRESENT","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P290052","PASSENGER","13e1dcae78130351dc3fda697f7f78a5402317031fac7c7901d2d485eb35e78cff7ecc316db48ab423e9f83f422ec75716bd8289c9d13abf4d82089a7512186d",,"1237441","2022-03-22T07:32:00.000","2","CHICAGO","IL","60621","F","7",,,"NONE PRESENT","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"O1303008","DRIVER","e7542348f11d1e3e4c171d60fc61708b98f9b66ff9163ba75bd663728502bc909bdc905e17811dd23daeb3fc449752e0624e2626dc09b5a5fbd76d69d8152ea5",,"1237429","2022-03-22T07:30:00.000",,"CHICAGO","IL","60644","M","47","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303009","DRIVER","e7542348f11d1e3e4c171d60fc61708b98f9b66ff9163ba75bd663728502bc909bdc905e17811dd23daeb3fc449752e0624e2626dc09b5a5fbd76d69d8152ea5",,"1237439","2022-03-22T07:30:00.000",,"LOMBARD","IL","60148","M","37","IL","B","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303042","DRIVER","71538f13ae85b9bd15ae48c16799505a771491c2cf56abdd268fa37e823336102a3b8442356762148c3067a53380773de3556c0bc557fd31247a39d8bdbf5f59",,"1237460","2022-03-22T07:25:00.000",,"CHICAGO","IL","60642","M",,"IL","D","SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,"CFD",,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1303043","DRIVER","71538f13ae85b9bd15ae48c16799505a771491c2cf56abdd268fa37e823336102a3b8442356762148c3067a53380773de3556c0bc557fd31247a39d8bdbf5f59",,"1237474","2022-03-22T07:25:00.000",,"CHICAGO","IL","60622","F","57","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,"CFD",,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290053","PASSENGER","71538f13ae85b9bd15ae48c16799505a771491c2cf56abdd268fa37e823336102a3b8442356762148c3067a53380773de3556c0bc557fd31247a39d8bdbf5f59",,"1237479","2022-03-22T07:25:00.000","1","CHICAGO","IL",,"M",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,"CFD",,,,,,,,,,
"O1303107","DRIVER","4105a499b9034a0243cb174f641103e6c8e28aac152d1de3c64ac3152299ed77f23d0b1f8ab32b58f4feba53072c8db4dc80e9a0cacb786664ce55eec2159273",,"1237516","2022-03-22T07:20:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303013","DRIVER","f467ec20ddf404a892786dc18cf06a83b13c6c00cd1718b57e02175c4daf18b57b0cc50a7ddacbf3babd8d74c7fcef99815b162bed909d2998018ef48ff4f891",,"1237433","2022-03-22T07:05:00.000",,"CHICAGO","IL","60634","M","18","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303014","DRIVER","f467ec20ddf404a892786dc18cf06a83b13c6c00cd1718b57e02175c4daf18b57b0cc50a7ddacbf3babd8d74c7fcef99815b162bed909d2998018ef48ff4f891",,"1237444","2022-03-22T07:05:00.000",,"CHICAGO","IL","60647","F","33","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303015","DRIVER","9528ebbc007851b9445babcf9391db66a83b55cca09edee784327878623805c8ca53cff71cd5cc72a9c49985b1e49e1872b20f6a0187163f0dd03e0e841cc1c4",,"1237431","2022-03-22T07:00:00.000",,"CHICAGO","IL","60608","M","36",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303016","DRIVER","9528ebbc007851b9445babcf9391db66a83b55cca09edee784327878623805c8ca53cff71cd5cc72a9c49985b1e49e1872b20f6a0187163f0dd03e0e841cc1c4",,"1237437","2022-03-22T07:00:00.000",,"ROMEOVILLE","IL","60446","M","54","IL","A","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302997","DRIVER","605fb98b3e585179a4d5f3f0d4d4738bc8bce5199bd482bfcb5bddae450144a9cead435dbae56a6f97377bc3795498e483c55d379b49819b2625ff01ba2a48a0",,"1237418","2022-03-22T06:45:00.000",,"CHICAGO","IL","60651","F","41","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302998","DRIVER","605fb98b3e585179a4d5f3f0d4d4738bc8bce5199bd482bfcb5bddae450144a9cead435dbae56a6f97377bc3795498e483c55d379b49819b2625ff01ba2a48a0",,"1237419","2022-03-22T06:45:00.000",,"CHICAGO","IL","60639","M","55","IL","B","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303001","DRIVER","fff471af1b1394b945e295fec93887d52ca4ef01b6564c33402b7f307c7950ac3572eeeed18c94ae36269ee35afe793893e4386eb497e17a45c470f9c3c1885f",,"1237422","2022-03-22T06:40:00.000",,"CHICAGO","IL","60629","M","18","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303002","DRIVER","fff471af1b1394b945e295fec93887d52ca4ef01b6564c33402b7f307c7950ac3572eeeed18c94ae36269ee35afe793893e4386eb497e17a45c470f9c3c1885f",,"1237423","2022-03-22T06:40:00.000",,"CHICAGO","IL","60607","M","46","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303003","DRIVER","be1829dd216cf9f7cac2e4080110ec6398e9f9bda4fabe7146a797db1133771016d7f41881f4eb763f22e49ef82cc8f9415e298fa3d990eb4541b5145111cde4",,"1237424","2022-03-22T06:33:00.000",,"CHICAGO","IL","60634","F","27","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1303061","DRIVER","8f2f43e7f471e9dec1cd6daca891c3bbfb5eca78298791f084ca1169701f3c61b34676b6ecb864e19cf072f89aa2cafe34099845f43cbb58a2f657d03d34b366",,"1237481","2022-03-22T06:30:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303062","DRIVER","8f2f43e7f471e9dec1cd6daca891c3bbfb5eca78298791f084ca1169701f3c61b34676b6ecb864e19cf072f89aa2cafe34099845f43cbb58a2f657d03d34b366",,"1237511","2022-03-22T06:30:00.000",,"CALUMET CITY","IL","60409","M","54","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303491","DRIVER","ce0956244699bb738ccfaca3a0b7e21c641f711b0170e382aa2ad0ba80f4df8d98e8ebd61a658c96744a6cf2b562dfddddc9773868fc20b93af5bee9620a6fc4",,"1237896","2022-03-22T06:09:00.000",,"CHICAGO",,"60629","M","62","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303494","PEDESTRIAN","ce0956244699bb738ccfaca3a0b7e21c641f711b0170e382aa2ad0ba80f4df8d98e8ebd61a658c96744a6cf2b562dfddddc9773868fc20b93af5bee9620a6fc4",,,"2022-03-22T06:09:00.000",,"CHICAGO","IL",,"F","68",,,,,,"REPORTED, NOT EVIDENT","CHRIST","AMB 27",,"NONE","NOT OBSCURED","FATIGUED/ASLEEP","CROSSING - WITH SIGNAL","NO CONTRASTING CLOTHING","IN CROSSWALK","TEST NOT OFFERED",,
"O1303027","DRIVER","e7aa17a102811dfc7634c5e3b24732da36dab3c620511abe3ad26900cb663858048af0525ddc3d8ccdfebbc8e896af6d4931eee8e15374f7ff9ddedf58aca3da",,"1237454","2022-03-22T05:51:00.000",,"CICERO","IL","60804","M","42","IL","D","SAFETY BELT USED","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY","REFUSED","DNA",,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303032","DRIVER","e7aa17a102811dfc7634c5e3b24732da36dab3c620511abe3ad26900cb663858048af0525ddc3d8ccdfebbc8e896af6d4931eee8e15374f7ff9ddedf58aca3da",,"1237445","2022-03-22T05:51:00.000",,"ROCKFORD","IL","61109","M","21","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED","DNA",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290050","PASSENGER","e7aa17a102811dfc7634c5e3b24732da36dab3c620511abe3ad26900cb663858048af0525ddc3d8ccdfebbc8e896af6d4931eee8e15374f7ff9ddedf58aca3da",,"1237454","2022-03-22T05:51:00.000","3","CICERO","IL","60804","M","49",,,"SAFETY BELT USED","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY","REFUSED","DNA",,,,,,,,,,
"O1302993","DRIVER","716389f4e54c99d9e17ce715d4d9158c43cf3b32cc53f072263335e018c2bef7ea45aa34032ebf073b3a6e6ec8d94679dc56ed1098bfeb022c748b48d71ccf75",,"1237413","2022-03-22T05:35:00.000",,"CHI",,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302994","DRIVER","716389f4e54c99d9e17ce715d4d9158c43cf3b32cc53f072263335e018c2bef7ea45aa34032ebf073b3a6e6ec8d94679dc56ed1098bfeb022c748b48d71ccf75",,"1237414","2022-03-22T05:35:00.000",,"CHICAGO","IL","60609","F","43",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303424","DRIVER","109fcad6978bf2d81c11a6a4424bdd4eb4cf12eff64ea88e0b2204c6bd695945a7a1da0f258c5314b38449688b27d697f2791fccc510bd3db65a04e9c81d89bb",,"1237834","2022-03-22T05:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303425","DRIVER","109fcad6978bf2d81c11a6a4424bdd4eb4cf12eff64ea88e0b2204c6bd695945a7a1da0f258c5314b38449688b27d697f2791fccc510bd3db65a04e9c81d89bb",,"1237835","2022-03-22T05:30:00.000",,,,,"M",,"IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303161","DRIVER","3b1603879af60d9aff376eea7baec3738d418d5df783061c490b91b6a898bbc159cc6cde5587fe627ce570feed35b0348f8484d48a817c36b4acc16a6f0770e3",,"1237576","2022-03-22T05:30:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303162","DRIVER","3b1603879af60d9aff376eea7baec3738d418d5df783061c490b91b6a898bbc159cc6cde5587fe627ce570feed35b0348f8484d48a817c36b4acc16a6f0770e3",,"1237581","2022-03-22T05:30:00.000",,"CHICAGO","IL","60619","F","37","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302987","DRIVER","8677ed47061af2bed4a46629eb8202846ff83c1e2da8546bd8a89ddba2f210cf0cf3673c2298e1cea6011f13b7e9835121ae04a91092e2aa588e8890b05de113",,"1237409","2022-03-22T05:30:00.000",,"GRAND RAPIDS","MI","49507","M","20","MI",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"WRONG WAY/SIDE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302988","DRIVER","8677ed47061af2bed4a46629eb8202846ff83c1e2da8546bd8a89ddba2f210cf0cf3673c2298e1cea6011f13b7e9835121ae04a91092e2aa588e8890b05de113",,"1237410","2022-03-22T05:30:00.000",,"SKOKIE","IL","60076","F","42","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY","ST BERNARD","CFD AMB",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302986","DRIVER","cc28d4f93314ad908575a94ab1029363bac5748c6151637381114197db8050a70cb79a099a5f8972d72f5b97430dece81ae85d68bc49bc85e8969382e31bfdbc",,"1237407","2022-03-22T04:45:00.000",,"CHICAGO","IL","60646","M","55","IL","C","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302982","DRIVER","de7770be7dd0d641ad651fc05a9a0928985ee33aa7f34db428b81a40eb320998a68544bdf96f9f3ae084bf35ea68b4f2feb93d9af1d10fd28383062004cc58cc",,"1237405","2022-03-22T04:41:00.000",,"CHICAGO","IL","60644","M","22","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302983","DRIVER","de7770be7dd0d641ad651fc05a9a0928985ee33aa7f34db428b81a40eb320998a68544bdf96f9f3ae084bf35ea68b4f2feb93d9af1d10fd28383062004cc58cc",,"1237406","2022-03-22T04:41:00.000",,"CHICAGO","IL","60651","F","61","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","NONE","NONE",,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290047","PASSENGER","de7770be7dd0d641ad651fc05a9a0928985ee33aa7f34db428b81a40eb320998a68544bdf96f9f3ae084bf35ea68b4f2feb93d9af1d10fd28383062004cc58cc",,"1237405","2022-03-22T04:41:00.000","3","MAYWOOD","IL","60153","F","53",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY","WEST SUBURBAN","CHICAGO FIRE DEPT","63",,,,,,,,,
"O1303129","DRIVER","0f1b15e62e78768f4d9db0e91652929e82394c014b185538cdde57bed6cbe7897eb269b27bf89017e6cbca9a01c35b56f14f213a2d0cd6af92b8500ae1ebb30f",,"1237542","2022-03-22T04:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303449","DRIVER","1869e4a13319784cee5c3fce2d04808203b8743f4c7d840f289941b10cc01d3fc99870c3f133e0dc8f05bccd225827dd7aee647e69b6919ee75ffdde5c011f3b",,"1237858","2022-03-22T02:43:00.000",,"CHICAGO","IL","60620","M","21","IL","D","USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1303450","DRIVER","1869e4a13319784cee5c3fce2d04808203b8743f4c7d840f289941b10cc01d3fc99870c3f133e0dc8f05bccd225827dd7aee647e69b6919ee75ffdde5c011f3b",,"1237872","2022-03-22T02:43:00.000",,"GURNEE","IL","60031","M","52","IL","A","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290141","PASSENGER","1869e4a13319784cee5c3fce2d04808203b8743f4c7d840f289941b10cc01d3fc99870c3f133e0dc8f05bccd225827dd7aee647e69b6919ee75ffdde5c011f3b",,"1237858","2022-03-22T02:43:00.000","3","CHICAGO","IL","60617","F","21",,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","REPORTED, NOT EVIDENT","UNIVERSITY OF CHICAGO HOSPITAL","CFD","25",,,,,,,,,
"P290142","PASSENGER","1869e4a13319784cee5c3fce2d04808203b8743f4c7d840f289941b10cc01d3fc99870c3f133e0dc8f05bccd225827dd7aee647e69b6919ee75ffdde5c011f3b",,"1237858","2022-03-22T02:43:00.000","4","CHICAGO","IL","60620","M","17",,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","REPORTED, NOT EVIDENT","TRINITY HOSPITAL","CFD","9",,,,,,,,,
"O1302978","DRIVER","497450a150de02ced847dcbad142b900257ad0b9ef558911f8d1d87eed1af5a95e7dc5b978e4abe72fd8ba069499fdda1ad2a6cb3c58c697d1c49e7a456731be",,"1237399","2022-03-22T02:33:00.000",,"CHICAGO","IL","60613","M","43","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302979","DRIVER","497450a150de02ced847dcbad142b900257ad0b9ef558911f8d1d87eed1af5a95e7dc5b978e4abe72fd8ba069499fdda1ad2a6cb3c58c697d1c49e7a456731be",,"1237403","2022-03-22T02:33:00.000",,"CHICAGO","IL","60657","M","55","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290046","PASSENGER","497450a150de02ced847dcbad142b900257ad0b9ef558911f8d1d87eed1af5a95e7dc5b978e4abe72fd8ba069499fdda1ad2a6cb3c58c697d1c49e7a456731be",,"1237399","2022-03-22T02:33:00.000","3","CHICAGO","IL","60613","M","46",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302977","DRIVER","9ca3ce98b5ba0acf77e7584ff55fbf3cc93fc9d0a97fca32ec7f1428f4061d827e0f60b268012be6f1b1d95d8b54666db266341a155f65b02da99ffe9da7a7e6",,"1237398","2022-03-22T02:19:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302980","DRIVER","485c15365722fd4e19724171c2140e4562eae4a575e32061b76d632454ef8938558063355acffc393d1506db15760d9007bf2cb2c5d4e3be771e4aa02ff39cb6",,"1237401","2022-03-22T02:11:00.000",,"LYNWOOD","IL","60411","M","41","IL","D","USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY","REFUSED",,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302999","DRIVER","0c954135b4111ca4c4c8a4f909c4fb90a57a9448956460e41102a2def1be373dbbc972e3a280b8136da5441f4ec3e32310d0087d2907598823cd1592a11b3d0d",,"1237420","2022-03-22T02:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302984","DRIVER","2db282bff502011ac1dda49ca3ab0c9ce7e3d240e9ad823b1cdd78182d3529dc16bd8edd9129545e58497afab2deaf8b4fcabe1c32e48463dacab7d860cfbda2",,"1237408","2022-03-22T02:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302975","DRIVER","4c13e9f83b5e7f03f986baf7b3c66f63165a677c3dbb8546c52d8962272cd837fee6afd283d71ad72031aa292141ff83327529b047829fd6fa720d5b94bc0dfd",,"1237396","2022-03-22T01:37:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302976","DRIVER","4c13e9f83b5e7f03f986baf7b3c66f63165a677c3dbb8546c52d8962272cd837fee6afd283d71ad72031aa292141ff83327529b047829fd6fa720d5b94bc0dfd",,"1237400","2022-03-22T01:37:00.000",,"CHICAGO","IL","60609","M","48","IL","A","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290045","PASSENGER","4c13e9f83b5e7f03f986baf7b3c66f63165a677c3dbb8546c52d8962272cd837fee6afd283d71ad72031aa292141ff83327529b047829fd6fa720d5b94bc0dfd",,"1237396","2022-03-22T01:37:00.000","3","CHICAGO","IL","60623","F","29",,,"USAGE UNKNOWN","DEPLOYED, FRONT","UNKNOWN","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"O1302967","DRIVER","917dbed6c2d1caf3e6aac985710453679f631a797c894bcaf51fc677e8461cc6a4110f825531ab31b40d4c65a5d3c252401745b384eb232f212ad9e1a80dc49c",,"1237390","2022-03-22T01:23:00.000",,"CHICAGO","IL","60653","F","28","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302971","DRIVER","a2514d48ad9408fd8f07d8674538db8e48bbca2d57f6387cdcb1dba989d530960a38e2aa644343fbe4339cec8d41935e33bc000f0e8fa0aa026c1b76977e168a",,"1237393","2022-03-22T01:07:00.000",,"CHICAGO","IL","60629","M","33","IL","D","USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,"CFD",,"IMPROPER LANE CHANGE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P290044","PASSENGER","a2514d48ad9408fd8f07d8674538db8e48bbca2d57f6387cdcb1dba989d530960a38e2aa644343fbe4339cec8d41935e33bc000f0e8fa0aa026c1b76977e168a",,"1237393","2022-03-22T01:07:00.000","3","CHICAGO","IL","60638","F","22",,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,"CFD",,,,,,,,,,
"O1302963","DRIVER","d9edc7cfcb020230bf9991660597ab76e5d6345d07fbebc940d6e59f0b58e458153e8765c7a863a7cd84ee3ccf2cc0fe61fde6a2730fac91bdd62ef4767f40e7",,"1237384","2022-03-22T00:47:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302964","DRIVER","d9edc7cfcb020230bf9991660597ab76e5d6345d07fbebc940d6e59f0b58e458153e8765c7a863a7cd84ee3ccf2cc0fe61fde6a2730fac91bdd62ef4767f40e7",,"1237387","2022-03-22T00:47:00.000",,"CHICAGO","IL","60620","M","38","IL",,"SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303036","DRIVER","7d1f03f392ca9b866f4be82ff578a4650a6f12c7a7ce5c99c925d1a511eec10286f51143383563eaa1449898f166598ad75c7b9d2650b69ba2a3b0b30dd1873b",,"1237446","2022-03-22T00:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302961","DRIVER","c9e610944aa1a4841a3dc72ff97a5e1a7963e4abfcdfe5900dfca0b520c164910b5f5f2a5fcff7bb58702c1dff94396e1ade4e27df06adbf61105f0ed664b0f4",,"1237382","2022-03-22T00:30:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302962","DRIVER","c9e610944aa1a4841a3dc72ff97a5e1a7963e4abfcdfe5900dfca0b520c164910b5f5f2a5fcff7bb58702c1dff94396e1ade4e27df06adbf61105f0ed664b0f4",,"1237386","2022-03-22T00:30:00.000",,"CHICAGO","IL","60637","M","35","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
